setting,instance,seed,operator,proposed,returned_candidate,accepted,improving,new_global_best,candidate_rate,accept_rate,improve_rate,avg_accepted_delta
without_pair_relocate_best,G,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-57.04315294409571
without_pair_relocate_best,G,11,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,G,11,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,G,22,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,G,22,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,G,22,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,G,22,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-13.775631399572376
without_pair_relocate_best,G,22,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,G,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-117.58725218541758
without_pair_relocate_best,G,33,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,G,33,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,G,33,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,G,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-52.82931018168347
without_pair_relocate_best,G,33,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,G,33,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,G,44,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,G,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-53.0785813316179
without_pair_relocate_best,G,44,remove_reinsert_two,2,2,2,2,2,1.0,1.0,1.0,-22.971821310707355
without_pair_relocate_best,G,44,ejection_chain_light,0,0,0,0,0,,,,
without_pair_relocate_best,G,44,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,G,44,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,G,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-30.199533367572258
without_pair_relocate_best,G,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-48.73652918358857
without_pair_relocate_best,G,55,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,G,55,ejection_chain_light,0,0,0,0,0,,,,
without_pair_relocate_best,G,55,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,G,55,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,G,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-28.027133598688124
without_pair_relocate_best,G,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-9.018494819203625
without_pair_relocate_best,G,66,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,G,66,ejection_chain_light,0,0,0,0,0,,,,
without_pair_relocate_best,G,66,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,G,66,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-1.4915043594501185
without_pair_relocate_best,G,77,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,G,77,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,G,77,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,G,77,ejection_chain_light,0,0,0,0,0,,,,
without_pair_relocate_best,G,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-33.265244762672864
without_pair_relocate_best,G,77,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,F,11,relocate_best,3,3,3,0,0,1.0,1.0,0.0,3.2197102270589917
without_pair_relocate_best,F,11,swap_restricted,4,4,4,1,0,1.0,1.0,0.25,3.110346075532874
without_pair_relocate_best,F,11,remove_reinsert_two,4,4,4,1,0,1.0,1.0,0.25,-4.1190639930595125
without_pair_relocate_best,F,11,ejection_chain_light,7,7,7,3,0,1.0,1.0,0.42857142857142855,1.045359627629799
without_pair_relocate_best,F,11,swap_two_one,2,2,2,1,0,1.0,1.0,0.5,6.2925087658872485
without_pair_relocate_best,F,11,remove_reinsert_three,6,6,6,1,0,1.0,1.0,0.16666666666666666,-0.751732261275985
without_pair_relocate_best,F,22,relocate_best,6,6,6,5,0,1.0,1.0,0.8333333333333334,-7.642924588836252
without_pair_relocate_best,F,22,swap_restricted,5,5,5,0,0,1.0,1.0,0.0,8.88806850805338
without_pair_relocate_best,F,22,remove_reinsert_two,6,6,6,1,0,1.0,1.0,0.16666666666666666,-3.118318268377834
without_pair_relocate_best,F,22,ejection_chain_light,3,3,2,1,0,1.0,0.6666666666666666,0.3333333333333333,3.275526318812865
without_pair_relocate_best,F,22,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,10.043016184828502
without_pair_relocate_best,F,22,remove_reinsert_three,3,3,3,1,1,1.0,1.0,0.3333333333333333,-4.995807419015667
without_pair_relocate_best,F,33,relocate_best,4,4,4,4,0,1.0,1.0,1.0,-9.530104229564103
without_pair_relocate_best,F,33,swap_restricted,3,3,3,1,0,1.0,1.0,0.3333333333333333,0.7656624479789116
without_pair_relocate_best,F,33,remove_reinsert_two,7,7,7,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,F,33,ejection_chain_light,4,4,3,1,0,1.0,0.75,0.25,7.343400769931918
without_pair_relocate_best,F,33,swap_two_one,4,4,4,1,1,1.0,1.0,0.25,8.257227550133308
without_pair_relocate_best,F,33,remove_reinsert_three,9,9,9,3,0,1.0,1.0,0.3333333333333333,-2.443283639971292
without_pair_relocate_best,F,44,relocate_best,2,2,2,0,0,1.0,1.0,0.0,2.3889166262864023
without_pair_relocate_best,F,44,swap_restricted,3,3,3,1,0,1.0,1.0,0.3333333333333333,5.1463737152264075
without_pair_relocate_best,F,44,remove_reinsert_two,6,6,6,1,0,1.0,1.0,0.16666666666666666,-0.6301211587507396
without_pair_relocate_best,F,44,ejection_chain_light,3,3,3,1,1,1.0,1.0,0.3333333333333333,-4.119851485880417
without_pair_relocate_best,F,44,swap_two_one,4,4,4,1,0,1.0,1.0,0.25,1.2434662439772808
without_pair_relocate_best,F,44,remove_reinsert_three,3,3,3,1,0,1.0,1.0,0.3333333333333333,-2.7637068400534113
without_pair_relocate_best,F,55,relocate_best,1,1,1,0,0,1.0,1.0,0.0,4.510393567655797
without_pair_relocate_best,F,55,swap_restricted,6,6,5,2,0,1.0,0.8333333333333334,0.3333333333333333,-1.6905150273989193
without_pair_relocate_best,F,55,remove_reinsert_two,7,7,7,2,1,1.0,1.0,0.2857142857142857,-1.1844457885943191
without_pair_relocate_best,F,55,ejection_chain_light,5,5,5,2,0,1.0,1.0,0.4,5.157090992278631
without_pair_relocate_best,F,55,swap_two_one,3,3,3,2,1,1.0,1.0,0.6666666666666666,-21.892890308302373
without_pair_relocate_best,F,55,remove_reinsert_three,3,3,3,0,0,1.0,1.0,0.0,18.327950684258933
without_pair_relocate_best,F,66,relocate_best,1,1,1,0,0,1.0,1.0,0.0,4.510393567655797
without_pair_relocate_best,F,66,swap_restricted,2,2,2,1,1,1.0,1.0,0.5,-5.5319154225241505
without_pair_relocate_best,F,66,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,F,66,ejection_chain_light,4,4,4,2,0,1.0,1.0,0.5,3.214065091782203
without_pair_relocate_best,F,66,swap_two_one,5,5,5,2,0,1.0,1.0,0.4,3.0528841040588985
without_pair_relocate_best,F,66,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,F,77,relocate_best,5,5,5,2,0,1.0,1.0,0.4,0.05348793698337886
without_pair_relocate_best,F,77,swap_restricted,3,3,3,1,0,1.0,1.0,0.3333333333333333,1.1710957558625144
without_pair_relocate_best,F,77,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,F,77,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,3.5132872675875433
without_pair_relocate_best,F,77,swap_two_one,7,7,7,3,0,1.0,1.0,0.42857142857142855,1.040443413220552
without_pair_relocate_best,F,77,remove_reinsert_three,4,4,4,1,1,1.0,1.0,0.25,-3.644279528158961
without_pair_relocate_best,K,11,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,K,11,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,K,11,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-1.9626333774349405
without_pair_relocate_best,K,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-6.338781088915539
without_pair_relocate_best,K,11,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,K,11,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,K,22,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,K,22,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,K,22,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,K,22,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-7.197454870464071
without_pair_relocate_best,K,22,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,K,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-12.726210516500942
without_pair_relocate_best,K,33,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,K,33,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,K,33,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,K,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-6.138584096894306
without_pair_relocate_best,K,33,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,K,33,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,K,44,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,K,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-11.662785799482208
without_pair_relocate_best,K,44,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,K,44,ejection_chain_light,0,0,0,0,0,,,,
without_pair_relocate_best,K,44,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,K,44,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,K,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-13.842208084302456
without_pair_relocate_best,K,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-10.478714087746198
